Date,close_fox,close_tko
2023-05-30,29.29,101.13
2023-05-31,29.21,101.32
2023-06-01,29.2,99.63
2023-06-02,29.84,101.65
2023-06-05,30.08,100.22
2023-06-06,30.45,99.93
2023-06-07,31.18,98.71
2023-06-08,31.62,97.96
2023-06-09,31.4,98.54
2023-06-12,31.36,100.79
2023-06-13,31.18,101.44
2023-06-14,31.19,101.98
2023-06-15,31.55,103.42
2023-06-16,31.5,102.72
2023-06-20,31.09,101.01
2023-06-21,31.03,101.31
2023-06-22,30.82,101.46
2023-06-23,30.63,100.81
2023-06-26,31.07,105.2
2023-06-27,32.15,107.56
2023-06-28,32.09,108.03
2023-06-29,32.11,107.87
2023-06-30,31.89,108.47
2023-07-03,32.22,108.54
2023-07-05,32.03,108.45
2023-07-06,31.85,107.29
2023-07-07,31.92,107.84
2023-07-10,31.61,109.0
2023-07-11,31.7,111.0
2023-07-12,31.62,109.21
2023-07-13,31.62,107.86
2023-07-14,31.13,108.03
2023-07-17,31.35,107.12
2023-07-18,31.87,106.73
2023-07-19,31.68,105.9
2023-07-20,31.73,108.23
2023-07-21,31.42,105.87
2023-07-24,31.14,106.42
2023-07-25,30.98,106.01
2023-07-26,31.17,105.75
2023-07-27,31.03,105.07
2023-07-28,31.12,105.91
2023-07-31,31.41,105.0
2023-08-01,31.23,104.06
2023-08-02,31.26,105.77
2023-08-03,30.99,105.88
2023-08-04,31.08,105.62
2023-08-07,31.14,107.56
2023-08-08,32.87,107.04
2023-08-09,32.53,109.3
2023-08-10,32.27,114.0
2023-08-11,32.45,111.7
2023-08-14,31.76,111.75
2023-08-15,31.9,112.9
2023-08-16,31.46,112.76
2023-08-17,30.93,109.49
2023-08-18,31.29,112.33
2023-08-21,30.99,113.88
2023-08-22,30.59,115.14
2023-08-23,30.64,115.14
2023-08-24,30.29,113.76
2023-08-25,30.15,113.69
2023-08-28,30.43,115.93
2023-08-29,30.52,115.34
2023-08-30,30.89,110.05
2023-08-31,30.52,96.55
2023-09-01,28.75,104.58
2023-09-05,29.05,100.07
2023-09-06,28.99,100.0
2023-09-07,28.46,99.41
2023-09-08,28.9,98.05
2023-09-11,29.22,100.65
2023-09-12,29.58,103.05
2023-09-13,28.95,101.0
2023-09-14,29.52,100.76
2023-09-15,29.3,100.11
2023-09-18,29.17,104.13
2023-09-19,29.41,105.5
2023-09-20,28.73,104.73
2023-09-21,29.59,85.97
2023-09-22,28.85,83.79
2023-09-25,28.76,82.17
2023-09-26,28.54,81.06
2023-09-27,28.63,80.82
2023-09-28,28.86,82.47
2023-09-29,28.88,84.06
2023-10-02,28.57,85.0
2023-10-03,28.03,84.49
2023-10-04,28.05,83.43
2023-10-05,27.98,82.17
2023-10-06,28.13,81.99
2023-10-09,28.61,82.92
2023-10-10,28.92,82.06
2023-10-11,28.81,80.23
2023-10-12,28.4,79.93
2023-10-13,28.58,77.63
2023-10-16,29.18,80.3
2023-10-17,29.41,79.87
2023-10-18,29.02,76.87
2023-10-19,28.51,76.57
2023-10-20,28.3,77.97
2023-10-23,28.07,78.84
2023-10-24,28.08,80.5
2023-10-25,27.83,78.64
2023-10-26,27.44,81.11
2023-10-27,27.11,81.97
2023-10-30,27.22,82.91
2023-10-31,27.91,81.98
2023-11-01,27.9,82.39
2023-11-02,28.45,83.46
2023-11-03,29.33,84.93
2023-11-06,28.87,84.61
2023-11-07,28.49,85.66
2023-11-08,28.2,84.6
2023-11-09,27.7,84.9
2023-11-10,28.08,79.26
2023-11-13,27.57,79.97
2023-11-14,28.12,79.9
2023-11-15,28.46,78.05
2023-11-16,28.14,78.12
2023-11-17,28.43,78.32
2023-11-20,28.64,77.86
2023-11-21,28.29,78.31
2023-11-22,28.35,78.46
2023-11-24,28.44,78.5
2023-11-27,28.24,79.23
2023-11-28,27.88,78.18
2023-11-29,27.69,77.68
2023-11-30,27.66,77.33
2023-12-01,28.26,78.24
2023-12-04,28.17,75.5
2023-12-05,27.46,73.95
2023-12-06,27.29,73.17
2023-12-07,27.33,72.8
2023-12-08,28.01,73.77
2023-12-11,27.62,73.3
2023-12-12,27.15,73.82
2023-12-13,27.61,73.63
2023-12-14,28.0,75.13
2023-12-15,27.65,75.99
2023-12-18,27.63,76.69
2023-12-19,27.9,79.03
2023-12-20,27.46,77.66
2023-12-21,27.89,79.02
2023-12-22,27.75,78.84
2023-12-26,27.85,79.72
2023-12-27,27.64,80.99
2023-12-28,27.7,81.44
2023-12-29,27.65,81.58
